ip,date,time,zone,cik,accession,extention,code,size,idx,norefer,noagent,find,crawler,browser
109.145.75.gge,2017-06-30,00:00:00,0.0,352915.0,0001181431-06-052579,xslF345X02/rrd130175.xml,200.0,3723.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,1255821.0,0001369224-06-000002,-index.htm,200.0,2751.0,1.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,725363.0,0001236031-06-000019,-index.htm,200.0,2812.0,1.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,1228055.0,0001228055-06-000002,primary_doc.xml,200.0,1244.0,0.0,0.0,0.0,10.0,0.0,
109.145.75.gge,2017-06-30,00:00:00,0.0,746598.0,0001345100-06-000318,-index.htm,200.0,2823.0,1.0,0.0,0.0,10.0,0.0,
115.111.60.idd,2017-06-30,00:00:00,0.0,109563.0,0000109563-17-000076,-index.htm,200.0,10733.0,1.0,0.0,0.0,10.0,0.0,
115.111.60.idd,2017-06-30,00:00:00,0.0,109563.0,0000109563-17-000076,-index.htm,301.0,288.0,1.0,0.0,1.0,10.0,0.0,
116.226.185.ceb,2017-06-30,00:00:00,0.0,858446.0,0001191638-09-000211,-index.htm,200.0,6634.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1053092.0,0000950103-17-006275,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006267,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,312070.0,0001193125-17-218445,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1100663.0,0001193125-17-218506,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1053092.0,0000950103-17-006266,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1053092.0,0000950103-17-006247,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1100663.0,0001193125-17-218506,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006267,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,1515156.0,0001515156-17-000082,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006303,-index.htm,429.0,5434.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,312070.0,0001193125-17-218445,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
117.91.231.fjf,2017-06-30,00:00:00,0.0,831001.0,0000950103-17-006303,-index.htm,403.0,0.0,1.0,0.0,0.0,10.0,0.0,
121.40.65.ebc,2017-06-30,00:00:00,0.0,354707.0,0001104659-17-041803,-index.htm,206.0,2838.0,1.0,0.0,0.0,10.0,0.0,
121.40.65.ebc,2017-06-30,00:00:00,0.0,354707.0,0001104659-17-041803,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
121.40.66.aie,2017-06-30,00:00:00,0.0,1290476.0,0001144204-17-034040,-index.htm,206.0,2917.0,1.0,0.0,0.0,10.0,0.0,
121.40.66.aie,2017-06-30,00:00:00,0.0,1290476.0,0001144204-17-034040,-index.htm,301.0,684.0,1.0,0.0,0.0,10.0,0.0,
128.138.64.cej,2017-06-30,00:00:00,0.0,745543.0,0000745543-06-000004,.txt,200.0,71811.0,0.0,0.0,0.0,10.0,0.0,
128.138.64.cej,2017-06-30,00:00:00,0.0,913293.0,0000950134-06-015373,.txt,200.0,1329822.0,0.0,0.0,0.0,10.0,0.0,
128.250.0.cdg,2017-06-30,00:00:00,0.0,935419.0,0001144204-16-116924,v446146_ex10-1.htm,200.0,53983.0,0.0,0.0,0.0,10.0,0.0,
128.250.0.cdg,2017-06-30,00:00:00,0.0,935419.0,0001144204-15-044347,v416311_ex10-1.htm,200.0,52662.0,0.0,0.0,0.0,10.0,0.0,
128.250.0.cdg,2017-06-30,00:00:00,0.0,935419.0,0001144204-14-056912,v389471_ex10-1.htm,200.0,54211.0,0.0,0.0,0.0,10.0,0.0,
137.135.107.cje,2017-06-30,00:00:00,0.0,1642616.0,0001213900-17-006980,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
137.135.107.cje,2017-06-30,00:00:00,0.0,1643304.0,0000899243-17-017517,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
137.135.107.cje,2017-06-30,00:00:00,0.0,1642616.0,0001213900-17-006980,-index.htm,200.0,10101.0,1.0,0.0,0.0,10.0,0.0,
139.199.159.caf,2017-06-30,00:00:00,0.0,1598655.0,0000930413-17-000182,-index.htm,200.0,2831.0,1.0,0.0,0.0,1.0,0.0,
144.203.129.hji,2017-06-30,00:00:00,0.0,1178862.0,0001178862-14-000006,bir-20131231x10k.htm,200.0,2880122.0,0.0,0.0,0.0,10.0,0.0,
146.88.97.jag,2017-06-30,00:00:00,0.0,1541157.0,0001144204-17-034986,-index.htm,200.0,2680.0,1.0,0.0,0.0,10.0,0.0,
146.88.97.jag,2017-06-30,00:00:00,0.0,1541157.0,0001144204-17-034986,-index.htm,301.0,685.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,860516.0,0000898432-17-000491,-index.htm,301.0,658.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000490,-index.htm,200.0,3212.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000490,-index.htm,301.0,657.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000494,-index.htm,301.0,657.0,1.0,0.0,0.0,10.0,0.0,
149.56.12.jbf,2017-06-30,00:00:00,0.0,770952.0,0000898432-17-000494,-index.htm,200.0,3162.0,1.0,0.0,0.0,10.0,0.0,
155.201.34.ahg,2017-06-30,00:00:00,0.0,1326801.0,0001326801-15-000006,fb-12312014x10k.htm,200.0,147514.0,0.0,0.0,0.0,9.0,0.0,
157.55.39.eih,2017-06-30,00:00:00,0.0,84748.0,0000084748-09-000026,xslF345X03/primary_doc.xml,200.0,3815.0,0.0,0.0,0.0,10.0,0.0,
158.132.91.haf,2017-06-30,00:00:00,0.0,1521342.0,0001127602-16-047493,.txt,200.0,2357.0,0.0,0.0,0.0,10.0,0.0,
158.132.91.haf,2017-06-30,00:00:00,0.0,1521342.0,0001127602-16-047493,.txt,301.0,645.0,0.0,0.0,0.0,10.0,0.0,
162.249.57.hhg,2017-06-30,00:00:00,0.0,1034462.0,0001181431-14-026967,.txt,200.0,5998.0,0.0,0.0,0.0,10.0,0.0,
162.249.57.hhg,2017-06-30,00:00:00,0.0,1034462.0,0001181431-14-025941,.txt,200.0,5902.0,0.0,0.0,0.0,10.0,0.0,
162.27.66.bbb,2017-06-30,00:00:00,0.0,1615165.0,0001193125-17-084011,-index.htm,200.0,2623.0,1.0,0.0,0.0,1.0,0.0,
163.117.2.gai,2017-06-30,00:00:00,0.0,1095330.0,0001140361-08-006920,.txt,200.0,3048752.0,0.0,0.0,0.0,10.0,0.0,
163.172.71.jda,2017-06-30,00:00:00,0.0,785186.0,0001179110-06-013044,-index.htm,301.0,291.0,1.0,0.0,1.0,10.0,0.0,
163.172.71.jda,2017-06-30,00:00:00,0.0,785186.0,0001179110-06-013044,-index.htm,301.0,688.0,1.0,0.0,0.0,10.0,0.0,
163.172.71.jda,2017-06-30,00:00:00,0.0,785186.0,0001179110-06-013044,-index.htm,200.0,2778.0,1.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1205948.0,0000009389-04-000014,.txt,200.0,10875.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1134780.0,0001012870-01-500021,.txt,200.0,22185.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-003180,.txt,200.0,7692.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1206628.0,0001091818-04-000076,.txt,200.0,10728.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,860857.0,0000860857-01-500004,.txt,200.0,11112.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,893738.0,0000893738-01-500002,.txt,200.0,10873.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-002884,.txt,200.0,8226.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-003181,.txt,200.0,8233.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1021848.0,0000899681-01-000008,.txt,200.0,2682134.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,1101396.0,0001044197-01-000022,.txt,200.0,11116.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.igj,2017-06-30,00:00:00,0.0,754737.0,0001225208-07-002883,.txt,200.0,7689.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1171486.0,0000950129-02-004761,.txt,200.0,7270.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1194790.0,0000101830-05-000041,.txt,200.0,5872.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1177929.0,9999999997-02-041556,.txt,200.0,1875.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1177929.0,9999999997-02-050668,.txt,200.0,1875.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1019531.0,0001019531-05-000002,.txt,200.0,13518.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1140378.0,9999999997-02-041105,.txt,200.0,1937.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1007660.0,0001193125-05-008844,.txt,200.0,93703.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jdj,2017-06-30,00:00:00,0.0,1164034.0,0001181431-05-009290,.txt,200.0,5664.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1016395.0,0000950147-03-000475,.txt,200.0,5731.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,882835.0,0001209191-06-014524,.txt,200.0,11505.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,889409.0,0000950128-00-000105,.txt,200.0,13655.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1143548.0,0001077048-03-000078,.txt,200.0,110156.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,882835.0,0001209191-06-014527,.txt,200.0,9455.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,889409.0,0000889409-00-000002,.txt,200.0,80295.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1016395.0,0000950147-03-000465,.txt,200.0,18001.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,882835.0,0001209191-06-014532,.txt,200.0,6361.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,889409.0,0000354204-00-000465,.txt,200.0,7929.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1016395.0,9999999997-03-018159,.txt,200.0,2310.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,804979.0,0000804979-00-000002,.txt,200.0,54998.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,1009866.0,0000949308-00-000020,.txt,200.0,8607.0,0.0,0.0,0.0,10.0,0.0,
165.124.130.jhd,2017-06-30,00:00:00,0.0,882835.0,0001209191-06-014538,.txt,200.0,28282.0,0.0,0.0,0.0,10.0,0.0,
18.85.22.afh,2017-06-30,00:00:00,0.0,1267813.0,0001047469-14-006599,-index.htm,200.0,2854.0,1.0,0.0,0.0,10.0,0.0,
185.25.32.fdh,2017-06-30,00:00:00,0.0,1105184.0,0001209191-12-033035,xslF345X03/c29042_4x0.xml,301.0,685.0,0.0,0.0,0.0,10.0,0.0,
185.25.32.fgi,2017-06-30,00:00:00,0.0,879407.0,0001181431-14-006089,xslF345X01/rrd402026.xml,200.0,17644.0,0.0,0.0,0.0,10.0,0.0,
188.163.72.idh,2017-06-30,00:00:00,0.0,1028394.0,0000926274-05-000126,-index.htm,200.0,2736.0,1.0,0.0,0.0,1.0,0.0,
188.163.72.idh,2017-06-30,00:00:00,0.0,1028394.0,0000926274-05-000131,-index.htm,200.0,2847.0,1.0,0.0,0.0,1.0,0.0,
188.163.72.idh,2017-06-30,00:00:00,0.0,1028394.0,0000926274-04-000152,-index.htm,200.0,2793.0,1.0,0.0,0.0,1.0,0.0,
188.163.72.idh,2017-06-30,00:00:00,0.0,1028426.0,0001000096-97-000418,.txt,200.0,44042.0,0.0,0.0,0.0,9.0,0.0,
198.199.84.bfb,2017-06-30,00:00:00,0.0,1116463.0,0001209784-17-000052,edgar.xml,301.0,649.0,0.0,0.0,0.0,10.0,0.0,
198.199.84.bfb,2017-06-30,00:00:00,0.0,1295391.0,0001209784-17-000052,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
198.199.84.bfb,2017-06-30,00:00:00,0.0,1295391.0,0001209784-17-000052,-index.htm,200.0,7522.0,1.0,0.0,0.0,10.0,0.0,
207.241.231.iah,2017-06-30,00:00:00,0.0,1025707.0,0001144204-08-047255,.txt,301.0,644.0,0.0,0.0,0.0,10.0,0.0,
209.249.4.gjc,2017-06-30,00:00:00,0.0,1073349.0,0001193125-13-351488,.txt,200.0,1539080.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.bbi,2017-06-30,00:00:00,0.0,91388.0,0000091388-15-000053,sfd-20150927_pre.xml,301.0,668.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.bbi,2017-06-30,00:00:00,0.0,1210245.0,0001209191-16-154403,xslF345X03/doc4.xml,301.0,674.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.bbi,2017-06-30,00:00:00,0.0,1355128.0,0001193125-13-399962,ocz-20130831_lab.xml,301.0,677.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.bbi,2017-06-30,00:00:00,0.0,1130713.0,0001179110-15-007583,xslF345X03/edgar.xml,200.0,16454.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.bbi,2017-06-30,00:00:00,0.0,836690.0,0001104659-16-097359,a16-2007_1ex31d2.htm,301.0,675.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.bbi,2017-06-30,00:00:00,0.0,836690.0,0001104659-16-097359,a16-2007_110q.htm,301.0,669.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.ddh,2017-06-30,00:00:00,0.0,39368.0,0001225208-17-002410,xslF345X03/doc4.xml,200.0,29751.0,0.0,0.0,0.0,10.0,0.0,
216.244.66.ddh,2017-06-30,00:00:00,0.0,868780.0,0001209191-16-128449,xslF345X01/doc4.xml,200.0,16846.0,0.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000437,-index.htm,200.0,2905.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000040545-17-000033,-index.htm,200.0,2738.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000040545-17-000035,-index.htm,200.0,2874.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000449,-index.htm,200.0,2868.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000450,-index.htm,200.0,2867.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000451,-index.htm,200.0,2911.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0001231205-17-000059,-index.htm,200.0,2832.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000488,-index.htm,200.0,2927.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000489,-index.htm,200.0,2929.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000492,-index.htm,200.0,2957.0,1.0,0.0,0.0,10.0,0.0,
34.226.172.ebg,2017-06-30,00:00:00,0.0,40545.0,0000947871-17-000493,-index.htm,200.0,2952.0,1.0,0.0,0.0,10.0,0.0,
35.161.75.beg,2017-06-30,00:00:00,0.0,875159.0,0001571049-17-006349,t1702029_8k.htm,200.0,31636.0,0.0,0.0,0.0,10.0,0.0,
35.161.75.beg,2017-06-30,00:00:00,0.0,875159.0,0001571049-17-006349,t1702029_ex4-1.htm,200.0,260317.0,0.0,0.0,0.0,10.0,0.0,
35.167.212.fha,2017-06-30,00:00:00,0.0,1388496.0,0001140361-07-015506,-index.htm,200.0,2823.0,1.0,0.0,0.0,10.0,0.0,
35.167.212.fha,2017-06-30,00:00:00,0.0,1412455.0,9999999997-07-042261,-index.htm,200.0,2686.0,1.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,814008.0,0000943763-97-000038,.txt,301.0,642.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,910659.0,0000930661-97-001022,.txt,301.0,642.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,910659.0,0000930661-97-001022,.txt,0.0,97625.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,910659.0,0000930661-97-001326,.txt,200.0,45805.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,814008.0,0000943763-97-000038,.txt,200.0,66697.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,814008.0,0000943763-97-000032,.txt,200.0,29175.0,0.0,0.0,0.0,10.0,0.0,
38.105.116.iei,2017-06-30,00:00:00,0.0,910659.0,0000930661-97-001326,.txt,301.0,642.0,0.0,0.0,0.0,10.0,0.0,
38.140.198.dgd,2017-06-30,00:00:00,0.0,1112920.0,0001185185-17-001473,-index.htm,200.0,7406.0,1.0,0.0,0.0,10.0,0.0,
38.140.198.dgd,2017-06-30,00:00:00,0.0,1517022.0,0001193125-17-218379,d404244d8k.htm,301.0,664.0,0.0,0.0,0.0,10.0,0.0,
38.140.198.dgd,2017-06-30,00:00:00,0.0,1517022.0,0001193125-17-218379,d404244d8k.htm,200.0,19882.0,0.0,0.0,0.0,10.0,0.0,
38.140.198.dgd,2017-06-30,00:00:00,0.0,1112920.0,0001185185-17-001473,-index.htm,301.0,682.0,1.0,0.0,0.0,10.0,0.0,
45.32.128.fbb,2017-06-30,00:00:00,0.0,1627793.0,0001627793-14-000001,primary_doc.xml,301.0,657.0,0.0,0.0,0.0,10.0,0.0,
45.32.128.fbb,2017-06-30,00:00:00,0.0,1627793.0,0001627793-14-000001,-index.htm,200.0,6567.0,1.0,0.0,0.0,10.0,0.0,
45.32.128.fbb,2017-06-30,00:00:00,0.0,1627793.0,0001627793-14-000001,.hdr.sgml,200.0,1392.0,0.0,0.0,0.0,10.0,0.0,
5.9.94.eaj,2017-06-30,00:00:00,0.0,1002225.0,0001104659-15-046802,a15-14544_18k.htm,200.0,19590.0,0.0,0.0,0.0,10.0,0.0,
50.87.249.ede,2017-06-30,00:00:00,0.0,1094139.0,0001144204-12-058439,-index.htm,301.0,678.0,1.0,0.0,0.0,10.0,0.0,
52.90.157.idh,2017-06-30,00:00:00,0.0,1517022.0,9999999997-17-007323,.txt,200.0,8010.0,0.0,0.0,0.0,10.0,0.0,
54.158.86.dci,2017-06-30,00:00:00,0.0,1344980.0,0001179110-17-007580,-index.htm,200.0,7495.0,1.0,0.0,0.0,10.0,0.0,
54.162.220.aah,2017-06-30,00:00:00,0.0,1487920.0,0001214659-14-001368,usfc-20131231_lab.xml,200.0,746744.0,0.0,0.0,0.0,10.0,0.0,
54.162.220.aah,2017-06-30,00:00:00,0.0,924642.0,0000950138-99-000162,.txt,200.0,203346.0,0.0,0.0,0.0,10.0,0.0,
54.162.220.aah,2017-06-30,00:00:00,0.0,1487920.0,0001214659-14-001368,usfc-20131231_def.xml,200.0,239331.0,0.0,0.0,0.0,10.0,0.0,
54.162.220.aah,2017-06-30,00:00:00,0.0,1487920.0,0001214659-14-001368,usfc-20131231_cal.xml,200.0,67779.0,0.0,0.0,0.0,10.0,0.0,
54.162.220.aah,2017-06-30,00:00:00,0.0,924642.0,0000950138-99-000162,-index.html,200.0,2746.0,1.0,0.0,0.0,10.0,0.0,
